Designator,Mid X,Mid Y,Rotation,Layer
J101,106.74,-76.279125,0.0,bottom
J102,220.04,-76.279125,0.0,bottom
J103,158.59,-76.279125,0.0,bottom
SW101,82.67,-91.429125,0.0,top
SW102,101.92,-91.429125,0.0,top
SW103,121.17,-91.429125,0.0,top
SW104,140.42,-91.429125,0.0,top
SW105,177.56,-91.429125,0.0,top
SW106,196.83,-91.429125,0.0,top
SW107,216.06,-91.429125,0.0,top
SW108,235.33,-91.429125,0.0,top
SW109,159.0,-93.519125,0.0,top
